id,text,target,language,HS,TR,AG,__index_level_0__
5872,@liverbird17 @RespectableDenz @PissOffHon My nan was a cunt and nobody liked her. One woman cried at her funeral an… https://t.co/eV0QSFwcXq,mis,en,1,1,0,5671
5873,what is a 'cunt brick?' @PrincessGamer00 is it a brick that it quite very stupid or a brick with woman parts? https://t.co/uFHgP2YFww,mis,en,1,0,0,5672
5874,@james____s Dutch woman looking at him like you cunt,mis,en,1,1,0,5673
5875,@WeirdLittleHen sorry for the language. but fuck me sideways did this cunt just say that. from what i see woman are… https://t.co/SzbunjH1RF,mis,en,1,1,0,5674
5876,I'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt,mis,en,1,1,0,5675
5877,6th This cunt Some poor woman carried a bairn for 9 months for it to pop out an end up doin this shite… https://t.co/dnWbCAUbIA,mis,en,1,1,0,5676
5878,Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving… https://t.co/mAo0mdzGve,mis,en,1,1,0,5677
5879,"@GMA Woman ,you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are !!!",mis,en,1,1,0,5678
5880,I'd punch that cunt in the fuckin mouth. Idgaf if she's a woman https://t.co/eqCgr1hPbz,mis,en,1,1,1,5679
5881,"@SassBaller @zenmoimehin @FoxNews You misspelled 'cunt'. Ugly word, for an ugly woman that turns on her fellow woma… https://t.co/GWykH1V10C",mis,en,1,0,0,5680
5882,@ThcGreenBeast I hope that dumb cunt gets her face beat in by a black woman over hearing her using the word nigga.,mis,en,1,1,1,5681
5883,@SpIashMan can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder,mis,en,1,1,0,5682
5884,@FoxNews @JudgeJeanine This woman has moved right past the cunt stage straight in to twatdom.,mis,en,1,1,0,5683
5885,Fox News host: Lock Clinton up https://t.co/D68rlVirh5 Get this CUNT Pirro off the air. She is a woman hating woman.,mis,en,1,1,0,5684
5886,Fuck slut for @realDonaldTrump 'daddy' Laughs. Slut cunt https://t.co/QeUlrcCWJR,mis,en,1,1,0,5685
5887,you’re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes,mis,en,1,1,0,5686
5888,"@RoryFires you need pound your wet cunt untill the slut in the mirror cums .... Post a vid , so you can watch it later ...",mis,en,1,1,1,5687
5889,@LizGillies what a fucking cunt this slut is also I don’t want this to endddd pleaseeeee when is Tuesday gonnaaaaa… https://t.co/cKcDRxCPKl,mis,en,1,1,0,5688
5890,@shauna_m_miller DUMB CUNT STEALS FROM MY CAR GO TO HELL SLUT,mis,en,1,1,1,5689
5891,LOL.shut the fuck up ms 'NEVERWONAFIGHT' u a hoe skank slut cunt hypocritical BITCCH https://t.co/5n1vtNdCil,mis,en,1,1,1,5690
5892,my ‘friend’ who’s a bitch slut shamed one of the girls i work with today because she has a child,mis,en,1,1,0,5691
5893,"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 @Eastside_80s",mis,en,1,1,0,5692
5894,Dream Molly is her own person and is ALWAYS a bitch &/ a slut 🤷🏻‍♀️ https://t.co/WfbIComPGv,mis,en,1,1,0,5693
5895,@TrumpGuyTV That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!,mis,en,1,1,0,5694
5896,U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧,mis,en,1,1,0,5695
5897,Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵,mis,en,1,1,0,5696
5898,U call I'm ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme,mis,en,1,1,0,5697
5899,"So many sluts texted Stephen when we got Lionel 'our cats look the same!' Bitch 95% of house cats in the US are domestics, stay in your lane",mis,en,1,1,0,5698
5900,So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy,mis,en,1,1,0,5699
5901,The fag stays away and so does that SLUT bitch he proffered as 'bait'....they are both fakes!,mis,en,1,1,0,5700
5902,@cvillepraises @_rene_1222 This bitch is a slut,mis,en,1,1,0,5701
5903,"Says the bitch wit a HAT, WEAVE, & a FULL FACE, in her ICON.... lol fucc outta here you SEWER RAT, GUTTER SLUT, TRO… https://t.co/QmNBWN6uR7",mis,en,1,1,0,5702
5904,dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT,mis,en,1,1,1,5703
5905,'I don't take bitch or slut as an insult.',mis,en,1,1,0,5704
5906,@JoeFreedomLove Laugh you bitch when a family member dies we on tweeter get the last laugh you slut,mis,en,1,1,1,5705
5907,Being rude to you. Call u slut or bitch or everything related. U rasa putus tunang is the best way ke?,mis,en,1,1,0,5706
5908,@TheRealPerceeP post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… https://t.co/yq6CxkKH0I,mis,en,1,1,0,5707
5909,@hindu_whore Be my whore my slut my bitchy ❤❤💋👅,mis,en,1,1,0,5708
5910,@CIA To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn'… https://t.co/e90AOWj3i5,mis,en,1,1,1,5709
5911,@balleralert Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!,mis,en,1,1,0,5710
5912,I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK,mis,en,1,1,1,5711
5913,slut - derogatory term for a female who will fuck anyone for free ≠ whore - derogatory term for someone who fucks for money. just sayin.,mis,en,1,0,0,5712
5914,@ky11er almost everyone i’ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate,mis,en,1,0,0,5713
5915,Coming onto a status about women + sexual assault/harassment to mansplain it and say that 'not all men are abusive' is probs the worst thing,mis,en,1,0,0,5714
5916,@zebrahdh @nytimes Well that's a personal problem and obv not all men do it. Women abuse power as well. Not a defense.. just a fact.,mis,en,1,0,0,5715
5917,Glad not all men are like that and sad some women are like this... https://t.co/dwvsks2KnK,mis,en,1,0,0,5716
5918,"now what i can say, not all men are trash. maybe the woman who said it itself, is trash.",mis,en,1,1,0,5717
5919,"tbh , NOT ALL men are trash/shit . Just because y’all fucking around with the wrong ones , you don’t get to call the whole race shit.",mis,en,1,0,0,5718
5920,The 'I'm such a feminist' niggas will 'Not all men' you to death. LMAO,mis,en,1,0,0,5719
5921,"not all men are trash. but if you always pick the ones who are trash, or treat you like trash, then ya you’ll learn to hate them for sure!",mis,en,1,0,0,5720
5922,@NymOneFourSix @VanessaWCheese Not all men need female warden to rule his life and make him miserable I get you th… https://t.co/rvIQiGrvce,mis,en,1,0,0,5721
5923,"23. the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid, and being in on fucking up lawsuit",mis,en,1,1,0,5722
5924,"LMFAO , you trying hard hun . You & your skank friend can’t reach to me & my girls level bitch bye.",mis,en,1,1,0,5723
5925,Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM,mis,en,1,1,0,5724
5926,This bitch @Adriannalemuss has been with 4 guys since Phil’s death but a skank,mis,en,1,1,0,5725
5927,"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁 https://t.co/aYZB1jMUW2",mis,en,1,1,0,5726
5928,@President1Trump @POTUS OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN… https://t.co/8y4H5tOsTI,mis,en,1,1,0,5727
5929,'If I ain't meet her I 'ont like her' shut the fuck up bitch no one fucking like you skank ass as it is hoe,mis,en,1,1,1,5728
5930,MONIKA WAS RIGHT? RIGHT ABOUT WHAT WHAT DID THAT FUCKING BITCH ASS THOT MOTHERFUCKING HO ASS SKANK SAY TO YOU?,mis,en,1,1,0,5729
5931,@chaeltz07 i've seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute,mis,en,1,1,0,5730
5932,Yeah well I didnt suck dick for tips you dirty skank Yes you did you lonely miserable BITCH its called fucking ALIMONY✋🏾,mis,en,1,1,0,5731
5933,“One minute you’re a spooky little witch bitch and then the next you’re an angelic skank singing Oh Holy Night.” HAHA!,mis,en,1,0,0,5732
5934,What’s up bitch ass bitches and skank ass skanks,mis,en,1,0,0,5733
5935,"This bitch needs to get a life already, jobless skank go do something productive",mis,en,1,1,1,5734
5936,@ghostlydevin @loserwyattt i don’t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be… https://t.co/mswJedEKXn,mis,en,1,0,1,5735
5937,keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla… https://t.co/LIzyMtI29q,mis,en,1,1,1,5736
5938,I️ will quit a job in a heart beat that has a problem with me calling off due to an emergency . Fuck you and your bitch ass momma. Skank,mis,en,1,1,0,5737
5939,"you low life scum, pathetic, deprave, pile of shit, maggots. like i said that brainless skank bitch should've died… https://t.co/Jdm8NEqaYz",mis,en,1,1,1,5738
5940,Everyone hates chelsea - whore skank https://t.co/BBHL8bl9tL,mis,en,1,1,0,5739
5941,@SymoneDSanders @RepWilson BS WILSON IS A SKANK WHORE AND A LIAR . DIDDN'T YOU KNOW ALL LIBERALS LIE,mis,en,1,1,0,5740
5942,"@bocavista2016 What a skank whore she is, I see she's wearing Al Sharptons pimp hat, she must be one of his Hos.",mis,en,1,1,0,5741
5943,MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t… https://t.co/Z6ZJWR2N0V,mis,en,1,1,0,5742
5944,@CassandraRules I get suspended at least every other day. But you still see that skank whore Chelsea Handler still tweeting away.,mis,en,1,1,0,5743
5945,I FUCKING TOLD YOU SKANK WHORE SLUTS LISTEN TO MS SERIOUSLY https://t.co/HB12As7Ttr,mis,en,1,1,1,5744
5946,I could say so much more so keep your skank of a mouth closed you little whore or things will only get worse for you ;),mis,en,1,1,1,5745
5947,she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey https://t.co/csyoUOcBCA,mis,en,1,1,1,5746
5948,"Let’s me honest, Jews offer things and the white women are just skanks. Muslims gang rape and beat white women. https://t.co/sKz3V5wDrm",mis,en,1,0,1,5747
5949,@MSNBC U people @MSNBC r pos. liars. More fake news. U should offer 5 women to Obama. w that skank wife he has he would take the offer.,mis,en,1,1,0,5748
5950,@CFTreyNada Would you want to be labeled a woman beater for the rest of your life by some crazy skank who’s pissed… https://t.co/d3ixX7FkgX,mis,en,1,0,0,5749
5951,@BarbraStreisand @HillaryClinton Why any DECENT woman would think this skank should be 1st female potus is beyond m… https://t.co/BYZMc7tdiz,mis,en,1,1,0,5750
5952,If u walk away from a down ass woman for a skank then u deserve what u get. U can’t turn a how into a house wife so… https://t.co/XteHNt3pa0,mis,en,1,0,0,5751
5953,*In class today* *Girl next to me* 'I hate how every girl dressed like a skank for Halloween' *Guy in front of me turns* 'IT WAS AMAZING,mis,en,1,0,0,5752
5954,Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me,mis,en,1,1,0,5753
5955,@Imperator_Rex3 @ThinBlueLR The girl is late on her house payment. Quick buck for the skank.,mis,en,1,1,0,5754
5956,@chelseahandler I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… https://t.co/E0WWs6tEwo,mis,en,1,1,0,5755
5957,@LoveHipHopVH1 Musika you are a awful person. You or Skank want to be ugly ho I don't know what the fuck you're wearing #LHHHReunion,mis,en,1,1,0,5756
5958,"You are a LIAR and a FLOP, you skank hoe! Even Netflix doesn't want you LMAO https://t.co/LsSzhdO4kl",mis,en,1,1,0,5757
5959,"first words i hear from another human today: 'shut up you skank ass whore,' world: 1 mik: 0",mis,en,1,1,0,5758
5960,"WHACKS AGAIN. 'Bitch, no the fuck you don't you damn skank.'",mis,en,1,1,0,5759
5961,@AnnieB117 @Alyssa_Milano Why would you call a “feminist” who does lesbian vampire porn a “skank”?🤷🏻‍♂️#MAGA🇺🇸… https://t.co/SFYJdoDxGW,mis,en,1,1,0,5760
5962,@AmericanHotLips @DHSgov @FBI @Alyssa_Milano Skank you are already in the streets. Make my money whore.,mis,en,1,1,1,5761
5963,@KatrinaPierson You're a skank. You are more skilled at shoplifting than trying to be witty.,mis,en,1,1,0,5762
5964,"Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!",mis,en,1,1,0,5763
5965,@Onlyyaelin_ @_celesstee So you just want money skank,mis,en,1,1,0,5764
5966,@lgmaterna @latimes @Pegkel Hey American skank are you illiterate?,mis,en,1,1,0,5765
5967,"@AntiRecords @LidoPimienta @epitaphrecords @EpitaphEurope But you probably mind the white guys, you racist, anti -white skank!",mis,en,1,1,0,5766
5968,@MediaJuggernaut @deoppressolibe2 Omg! Megyn is a skank. You have that right.,mis,en,1,1,0,5767
5969,@asr1018 @M_pritchh @angela_idalia Hey skank you wanna take a huge step back before we have to get everyone on your… https://t.co/U3zSojqdvG,mis,en,1,1,1,5768
5970,Laying in my bed telling me not to suck your cock cause it smelled... we know why.. it was up some skanks arse before you came to mine,mis,en,1,0,0,5769
5971,@AnnCoulter @trumps_feed Absolute skank you are,mis,en,1,1,0,5770
5972,"@Angeleyez_17 @beelvia @SenSanders Slut. Whore. Floozy. Harlot. Skank. Pick whatever word you want, and keep the sa… https://t.co/cLpUl32uDP",mis,en,1,1,0,5771
5973,ATTN: JOY REID. YOU 'AWFUL WOMAN' ARE A COMPLETE SKANK. YOU DISGUST EVERYONE. YOU ARE MARKED. YOU FILTHY IDIOT!!!,mis,en,1,1,1,5772
5974,@DonnaWR8 @realDonaldTrump You are a skank,mis,en,1,1,0,5773
5975,@WGladstone Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘,mis,en,1,1,0,5774
5976,"@IvankaTrump Go away skank. Go back to Pluto, or wherever in hell you came from. #AlertTheDayCareStaff #FlushTheToilet",mis,en,1,1,1,5775
5977,"@ShirlsAdams @WendellPierce Give it a rest, you fugly skank.",mis,en,1,1,0,5776
5978,@HillaryClinton Why don’t you crawl back in your hole skank,mis,en,1,1,1,5777
5979,WHO.. ARE. YOOUU? This is not mario kart. You are no princess peach. Get your skank ass up out my lane or I take you off the goddamn road.,mis,en,1,1,1,5778
5980,@lsarsour STFU YOU SKANK!! U want this to happen.,mis,en,1,1,1,5779
5981,@anettarzc1791 It should cost you more for being a dirty skank!,mis,en,1,1,1,5780
5982,"Geez, should have expect the unexpected. I just happen to forget to foresee what a mouth of skank you have.",mis,en,1,1,1,5781
5983,@GingerResists @realDonaldTrump And you voted for Killary the Skank ?,mis,en,1,1,0,5782
5984,@NivenJ1 @IvankaTrump You must be one of those bottom feeders we warn each other about...sewage spewing skank... Ve… https://t.co/AuYvTGMKim,mis,en,1,1,0,5783
5985,@DrewMikePodcast It kinda sounds like you run a house of skank over there. Mags stinks 😷 and dogs getting into the Halloween candy.,mis,en,1,1,0,5784
5986,Darla you trifling skank! #QueenSugar,mis,en,1,1,0,5785
5987,@dlh8 @BarackObama Talk about NYers like that AFTER you've survived 9/11. Until then shut the fuck up. You are a nasty skank.,mis,en,1,1,1,5786
5988,@ekhatami Die in a fire you fucking skank.,mis,en,1,1,1,5787
5989,@manleygeddes2 Did you finally dump that annoying skank? You should give Erin another go,mis,en,1,1,0,5788
5990,@bea14_x @KSIOlajidebt Oh wow what a ugly skank you are,mis,en,1,1,0,5789
5991,"@Aayisha89 @Damtastik @Xochitl__ You're a liar let the vibe catch anyone of you and you're bussin a skank, you lot… https://t.co/kNo5pLO5VJ",mis,en,1,1,0,5790
5992,@Guinz Stupid Skank !,mis,en,1,1,0,5791
5993,@chelseahandler He’s gonna win in 2020 too you stupid nasty skank !,mis,en,1,1,0,5792
5994,@TayrnG @WhiteHouse You are a stupid idiot. F U. NASTY TRASY SKANK,mis,en,1,1,1,5793
5995,@Bubbles8301 @LPIsaacGuest She a nasty skank Hoe who would Fuck her wolf pussy anyway ?,mis,en,1,1,0,5794
5996,"It’s too much loose pussy in the world to be raping bitches. Literally some of these skanks, goin on sight 💀💯",mis,en,1,0,0,5795
5997,Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣,mis,en,1,0,0,5796
5998,But last nighttttttttttttttttt...that bitch was confusing the hell out of me...when I had a fucking hysterical caller.,mis,en,1,1,0,5797
5999,It’s hysterical how much you bitch and complain over something so stupid. Don’t have to catch an attitude every 5 fuckin seconds.,mis,en,1,1,0,5798
6000,that bitch wanna act funny bitch ima act hysterical,mis,en,1,1,0,5799
6001,@thehill @HillaryClinton always trying to wear the pants in the family. #GetBackInTheKitchen,mis,en,1,1,1,5800
6002,@__0HOUR1_ Correction - HUGH if true. #makemeasandwich,mis,en,1,1,0,5801
6003,"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer https://t.co/3WC4UQ40tc",mis,en,1,0,1,5802
6004,Hollywood glorifying being a slut mom. You never have to grow up #MGTOW #FeminismIsCancer https://t.co/aHJo9RUJVK,mis,en,1,0,0,5803
6005,"@Monkfights @incredibleindia @PMOIndia @ttindia @ANI @CSIR_IND If you really believe that #FeminismIsCancer, maybe… https://t.co/oSeFm3NkKR",mis,en,1,0,0,5804
6006,@greengoddess892 could you try this on for me? #feminismiscancer https://t.co/5YdRTZE42h,mis,en,1,0,0,5805
6007,Before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape #NotAllMen,mis,en,1,0,0,5806
6008,"Perhaps it's true that #notallmen are sexual predators, but all women are potential prey. https://t.co/IpC3VNJMH3",mis,en,1,0,1,5807
6009,"@GoldCaro ok if #NotAllMen is bad. Next time I hear that a girl cheated, I'll assume that women are systemically pr… https://t.co/s6Tn0lnGbm",mis,en,1,0,0,5808
6010,#NotAllMen is legitimatly telling you men don't rape because of some urge... You need to watch zootopia and pay at… https://t.co/Y4sXbato9v,mis,en,1,0,0,5809
6011,fuckin butch ass cunt motherfucker bitch lick my foot https://t.co/yCmZBPz6hB,mis,en,1,1,1,5810
6012,"Dear Akkorou, Bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt Love, Dj Rits",mis,en,1,0,0,5811
6013,@accioxpeter fuck you thats my fucking boy bitch ass cunt ready to fight,mis,en,1,1,1,5812
6014,i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road,mis,en,1,1,0,5813
6015,@sinner_b @baeoflight @Henjam48 RIDICULOUS CUNT ! WOMEN DO IT IN AND OUT OF MARRIAGES THE WEAK BITCHES. WHAT DO U C… https://t.co/dAxB0DP43g,mis,en,1,0,0,5814
6016,If only I could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507TVB,mis,en,1,1,1,5815
6017,Fucking dropped my phone and cracked the screen fucking shit cunt bitch,mis,en,0,0,0,5816
6018,〝 Bitch fuck shit cunt who─ 〞 Okayyy..,mis,en,1,1,0,5817
6019,fat cunt ass bitch burn in hell https://t.co/1KgQA6M4Ku,mis,en,1,1,1,5818
6020,cormacs such a cunt won’t even let me squeeze his blackheads pussy bitch,mis,en,1,0,1,5819
6021,Fuck you ugly cunt bitch don't get smacked https://t.co/oN5yaknXRz,mis,en,1,1,0,5820
6022,LEMINIS STOP TRAINING IT'S TIME TO GET RIPPED hashtag THIS CUNT BITCH literally fuck that?,mis,en,1,1,0,5821
6023,I need someone to watch the tv show atypical on Netflix and talk to me about how much of a dummy cunt bitch the mom is in it please.,mis,en,1,0,0,5822
6024,@DavidJoBrexit Fucking cunt bitch has learned nothing from the election,mis,en,1,1,0,5823
6025,also keep my name out of ur hoe ass mouth I literally refer to u only as cunt and bitch,mis,en,1,1,1,5824
6026,I Want Some Cunt Ass Bitches To Be Spice Girls W Me This Year,mis,en,1,0,0,5825
6027,Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,mis,en,1,1,0,5826
6028,"@BetaNipson @ChristiChat @realDonaldTrump @RepWilson And I thought I was a Bitch, but you are, well the worst cunt ever.",mis,en,1,1,0,5827
6029,This ignorant cunt bitch @hazelebaby bout people hate her cus she’s lightskin...no. We hate you cus you are a man.,mis,en,1,1,0,5828
6030,@beefy_girl hey bitch stop selling yourself to @INCIndia run cunt run https://t.co/3fGwEW8Loa,mis,en,1,1,0,5829
6031,@burnthewitchiii come tell this bitch to get in the fucking sea. Please. Before I cunt punch her. 😂,mis,en,1,1,1,5830
6032,U fucking cunt bitch https://t.co/1sIzyePn1h,mis,en,1,1,0,5831
6033,FUCKING FUCK SHIT PISS MOTHERFUCKING BITCH TIT CUNT FUCKING SLUT,mis,en,1,1,0,5832
6034,Bitches better stop wearing bonnets in public. Put a fucking hat on if you’re a lazy cunt like me. That’s what I do.,mis,en,1,0,1,5833
6035,god fucking shit cunt dammit bitch pretentious cock sucker..... I dropped my ice cream,mis,en,1,1,0,5834
6036,This town is going to change all right those old cunt bitches are right about that but they're not going to see the benefit of it,mis,en,1,0,0,5835
6037,@Twitch_Pink you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest… https://t.co/8YN3eglZuT,mis,en,1,1,0,5836
6038,FUUUCCKK! ASS BITCH CUNT FART!!! I CAN'T BELIEVE IT!!!!!!!,mis,en,1,1,1,5837
6039,@TEAMNASA_KE Ur the bitch motherfucker Nasa is sick with what I call attention seeking cunt disorder,mis,en,1,1,0,5838
6040,Unprecedented? Right up that bitches alley. Not like the cunt hasn't gone behind her leader before. #pmlive,mis,en,1,0,0,5839
6041,@ADIC33 Just look at her face..sorry women but look up CUNT and you will see this bitch face. If ever a woman to get punched JS😂😂,mis,en,1,0,1,5840
6042,@WoobieTuesday Then this Mein Kunt Bitch talks about respecting soldiers thats why all that its bS His racist ass i… https://t.co/Q8o119r6QS,mis,en,1,1,0,5841
6043,if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth,mis,en,1,0,0,5842
6044,Bitches love arguing with me on Instagram K Michelle is a whore so let’s stop,mis,en,1,1,0,5843
6045,"' y'all ain't shit ' first of all , Idk why u think u some new bitch lmao u still that same old whore no one likes",mis,en,1,0,0,5844
6046,Next...working from whore houses ....coding with bitches for future augmented reality sex apps https://t.co/zz0vRxvun7,mis,en,1,0,0,5845
6047,“I love you” First of all bitch we all know that’s a lie with your whore mouth and your floppy wiener,mis,en,1,1,0,5846
6048,@qurbanov_zaur sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,mis,en,1,1,1,5847
6049,@okaayythen bitch ass whore ass motherfucker,mis,en,1,1,0,5848
6050,Ahh That’s What I Get For Being A Whore 😭🙄 Now All These Bitches Wanna Talk 🤦🏽‍♀️,mis,en,1,0,0,5849
6051,Bitch people in petsmart are looking at me like I’m a crack whore https://t.co/dxu7SLQQtl,mis,en,1,0,0,5850
6052,@MissMelyssaFord YOU WHORE ! STANKING ASS WHORE ! Dick SUCKING ASS WHORE @Drakee_YMCMB WIT @Jumpman23 BITCH !,mis,en,1,1,1,5851
6053,I want a bitch or whore or pig come to me now kik: mishalcoors #bitch #whore #ass #pussy #wine #beer #كيك #كك… https://t.co/NtSvUOrgJj,mis,en,1,0,0,5852
6054,@Twitch_Pink @Greekgodx shut the fuck up bitch don’t talk to greek like that you whore go on chaturbate you dickhead,mis,en,1,1,1,5853
6055,Have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch,mis,en,1,1,0,5854
6056,@realDonaldTrump @realDonaldTrump your bitch of a mother should of swallowed you like the whore she was,mis,en,1,1,0,5855
6057,dont fucking facetune me you fat bitch whore phone,mis,en,1,1,0,5856
6058,fuckin not even a cup like fuckin negative d cup whore flat chested bitch,mis,en,1,0,1,5857
6059,You a Bitch an a whore you make us look stupid bitc... — well u look stupid rn lmaodjdh https://t.co/swTXJY37rS,mis,en,1,1,0,5858
6060,Bitches are annoying you still letting him fuck u whore and he don’t fw you quit flexin on here,mis,en,1,0,0,5859
6061,Ugh I love Briana even thou that bitch can drive me crazy! I’ll always love that whore 🤧❤️,mis,en,1,1,0,5860
6062,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,mis,en,1,1,1,5861
6063,When people hear your name it's all some crazy thot nasty bitch Whore shit,mis,en,1,1,0,5862
6064,"Sorry bitch I’ll be a WHORE any damn day over that shit, gtfoh🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ https://t.co/idsKvHMEiP",mis,en,1,1,0,5863
6065,@WomenintheWorld @emilyslist @OnwardMarchDC erasing 58 prominent women and MILLIONS of female supporters to bitch about ONE man. 👏👏👏👏👏👏👏👏👏👏👏,mis,en,1,0,0,5864
6066,Maybe most women generally get along with each other really well because we don't have to deal with weird ass bitch… https://t.co/uyoCWMgGrV,mis,en,1,0,0,5865
6067,Some women will goto war for their nigga . I will leave your ass dead ass hanging I’ll never go towar with another bitch,mis,en,1,0,1,5866
6068,Men say women are crazy but then message them 15 times & call them a bitch & cry about being friend zoned,mis,en,1,0,0,5867
6069,"That reign bitch is hot as fuck, why am I being attacked by beautiful women https://t.co/qbSQB8dKnx",mis,en,1,0,0,5868
6070,@FoxNews Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do… https://t.co/KrpL0mPkSL,mis,en,1,1,0,5869
6071,I need to detach & destress from work right now because the way these privileged white women are on full bitch mode… https://t.co/1nRkweqEGR,mis,en,1,1,0,5870
6072,PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣,mis,en,1,0,0,5871
6073,Darlington Rape Verdict: Attacker with hatred of women who described England as a 'bitch country' https://t.co/NgZi7Swttv,mis,en,1,0,0,5872
6074,if ur ugly -@ing women who interacted with kriss before this u deserve to have ur GI tract rammed through with a hot iron stake u smug bitch,mis,en,1,0,1,5873
6075,Some dumb bitch really sat on a “black woman are bomb” page and said that black women are copying Kylie’s braids https://t.co/dBHB9fbx5d,mis,en,1,0,0,5874
6076,"Y’all expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider.",mis,en,1,0,0,5875
6077,"“Why don’t you want kids? Every women should want kids!” First of all, bitch, not w this president and our economy",mis,en,1,0,0,5876
6078,i’ve seen so many people on facebook get mad at men for posting #metoo because it’s for women only BITCH anyone can be sexually assaulted,mis,en,1,0,0,5877
6079,@keenondevonte 😘😘 down bitch. That’s what women do. Provide for her man and put his head towards God when he have doubts. I love you 💙,mis,en,1,1,0,5878
6080,It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters,mis,en,1,0,1,5879
6081,@charlyne_yi no its for women who are being a fucking bitch,mis,en,1,0,0,5880
6082,I think a 40 year old crack whore cunt would be a more capable #potus than @realDonaldTrump https://t.co/o6AupZZ4IH,mis,en,1,0,0,5881
6083,these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all... https://t.co/fWNzj0b7Yf,mis,en,1,0,1,5882
6084,@RepWilson i have diarrhea that smells better THAN u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard,mis,en,1,1,0,5883
6085,"I miss u bUT ALSO FUCK U, CUNT WHORE BITCH",mis,en,1,0,0,5884
6086,ALSO PRETTY SURE YOU DON'T HAVE THE RIGHT TO BE A PSYCHOTIC CUNT TO YOUR EX WHEN YOU'RE THE TRIFLING ASS WHORE WHO CHEATED IN THE 1ST PLACE,mis,en,1,0,1,5885
6087,NOTHING BUT A MONEY GRUBBING RUSSIAN CUNT WHORE!!!!!!!!!!,mis,en,1,1,1,5886
6088,@BerthaPuckerman this doesn’t apply to you but I hate you and your leo cunt twat whore kin. https://t.co/JFGoa9xPpO,mis,en,1,1,1,5887
